id	split	content_class	path
3321	validate	3300-met-museum-photos	3300-met-museum-photos/3321_met_interior_632414_2632x3607.jpg
3322	train	3300-met-museum-photos	3300-met-museum-photos/3322_met_a-molted-cicada-shell-utsusemi-soga-gor-tokimune_789145_3000x4000.jpg
3323	validate	3300-met-museum-photos	3300-met-museum-photos/3323_met_still-life_898372_3743x4000.jpg
5000	train	5000-national-park-service-brochures	5000-national-park-service-brochures/color/5000_nps_bibe-2023-wild-and-scenic-rivers_color_p01_4961x7016.png
5001	validate	5000-national-park-service-brochures	5000-national-park-service-brochures/color/5001_nps_bibe-2023-wild-and-scenic-rivers_color_p02_7016x4961.png
5002	train	5000-national-park-service-brochures	5000-national-park-service-brochures/color/5002_nps_biho-biho-side-1-6_color_p01_5561x7616.png
5003	validate	5000-national-park-service-brochures	5000-national-park-service-brochures/color/5003_nps_blca-black-canyon-2023_color_p01_7016x4961.png
5004	train	5000-national-park-service-brochures	5000-national-park-service-brochures/color/5004_nps_blca-black-canyon-2023_color_p02_7016x4961.png
5005	validate	5000-national-park-service-brochures	5000-national-park-service-brochures/color/5005_nps_cany-isky-backcountry-zone-map_color_p01_2550x3300.png
5006	train	5000-national-park-service-brochures	5000-national-park-service-brochures/color/5006_nps_care-care-map-2021_color_p01_4961x7016.png
5007	test	5000-national-park-service-brochures	5000-national-park-service-brochures/color/5007_nps_choh-great-falls-hiking-map_color_p01_3300x2550.png
5008	train	5000-national-park-service-brochures	5000-national-park-service-brochures/color/5008_nps_dena-trail-map-letter-size_color_p01_2550x3300.png
5009	test	5000-national-park-service-brochures	5000-national-park-service-brochures/color/5009_nps_deva-backcountry-and-wilderness-access-map_color_p01_4800x6900.png
5010	train	5000-national-park-service-brochures	5000-national-park-service-brochures/color/5010_nps_deva-backcountry-and-wilderness-access-map_color_p02_4800x6900.png
5011	validate	5000-national-park-service-brochures	5000-national-park-service-brochures/color/5011_nps_dewa-dingmanscampgroundmap-1_color_p01_2550x3300.png
5012	train	5000-national-park-service-brochures	5000-national-park-service-brochures/color/5012_nps_fova-mcho-map_color_p01_716x714.png
5013	validate	5000-national-park-service-brochures	5000-national-park-service-brochures/color/5013_nps_grca-grcamap2_color_p01_3000x2250.png
5014	train	5000-national-park-service-brochures	5000-national-park-service-brochures/color/5014_nps_grca-sr-pocket-map_color_p01_9355x2481.png
5015	validate	5000-national-park-service-brochures	5000-national-park-service-brochures/color/5015_nps_grca-sr-pocket-map_color_p02_9355x2481.png
5016	train	5000-national-park-service-brochures	5000-national-park-service-brochures/color/5016_nps_grsm-grsm-area-map_color_p01_10182x5460.png
5017	test	5000-national-park-service-brochures	5000-national-park-service-brochures/color/5017_nps_grsm-grsm-trail-map_color_p01_9146x5272.png
5018	train	5000-national-park-service-brochures	5000-national-park-service-brochures/color/5018_nps_katm-katm-park-map_color_p01_5650x5200.png
5019	test	5000-national-park-service-brochures	5000-national-park-service-brochures/color/5019_nps_npsa-area-map_color_p01_6300x2475.png
5020	train	5000-national-park-service-brochures	5000-national-park-service-brochures/color/5020_nps_npsa-area-map_color_p02_6300x2475.png
5021	validate	5000-national-park-service-brochures	5000-national-park-service-brochures/color/5021_nps_pinn-2019-map-update-draft-2_color_p01_4800x7200.png
5022	train	5000-national-park-service-brochures	5000-national-park-service-brochures/color/5022_nps_pinn-2019-map-update-draft-cropped2_color_p01_1685x1305.png
5023	validate	5000-national-park-service-brochures	5000-national-park-service-brochures/color/5023_nps_redw-horsetrails-sb-2021-2_color_p03_2550x4200.png
5024	train	5000-national-park-service-brochures	5000-national-park-service-brochures/color/5024_nps_samo-backbonetrail-2023_color_p01_2550x4200.png
5025	validate	5000-national-park-service-brochures	5000-national-park-service-brochures/color/5025_nps_samo-backbonetrail-2023_color_p02_2550x4200.png
5026	train	5000-national-park-service-brochures	5000-national-park-service-brochures/color/5026_nps_whsa-whsa-2022_color_p01_4961x5847.png
5027	test	5000-national-park-service-brochures	5000-national-park-service-brochures/color/5027_nps_whsa-whsa-2022_color_p02_4961x5847.png
5028	train	5000-national-park-service-brochures	5000-national-park-service-brochures/color/5028_nps_wrst-wrst-chinese-reduced_color_p01_4961x7016.png
5029	test	5000-national-park-service-brochures	5000-national-park-service-brochures/color/5029_nps_wrst-wrst-chinese-reduced_color_p02_4961x7016.png
5030	train	5000-national-park-service-brochures	5000-national-park-service-brochures/color/5030_nps_yell-2025-yellowstone_color_p01_4961x7016.png
5031	validate	5000-national-park-service-brochures	5000-national-park-service-brochures/color/5031_nps_yell-2025-yellowstone_color_p02_4961x7016.png
5032	train	5000-national-park-service-brochures	5000-national-park-service-brochures/color/5032_nps_yose-yosemitecampgroundmap2013_color_p01_2590x3209.png
5033	validate	5000-national-park-service-brochures	5000-national-park-service-brochures/grayscale/5033_nps_cany-islandroadsandtrailsupdated24-508forweb_gray_p01_2550x4200.png
5034	train	5000-national-park-service-brochures	5000-national-park-service-brochures/grayscale/5034_nps_cany-islandroadsandtrailsupdated24-508forweb_gray_p02_2550x4200.png
5035	validate	5000-national-park-service-brochures	5000-national-park-service-brochures/grayscale/5035_nps_care-fruita-area-map-and-guide_gray_p01_3300x5100.png
5036	train	5000-national-park-service-brochures	5000-national-park-service-brochures/grayscale/5036_nps_care-fruita-area-map-and-guide_gray_p02_3300x5100.png
5037	test	5000-national-park-service-brochures	5000-national-park-service-brochures/grayscale/5037_nps_chis-santa-rosa-hiking-map-and_gray_p01_2550x4200.png
5038	train	5000-national-park-service-brochures	5000-national-park-service-brochures/grayscale/5038_nps_chis-santa-rosa-hiking-map-and_gray_p02_2550x4200.png
5039	test	5000-national-park-service-brochures	5000-national-park-service-brochures/grayscale/5039_nps_chis-ai-hiking-2022-ada_gray_p01_2550x3300.png
5040	train	5000-national-park-service-brochures	5000-national-park-service-brochures/grayscale/5040_nps_chis-ai-hiking-2022-ada_gray_p02_2550x3300.png
5041	validate	5000-national-park-service-brochures	5000-national-park-service-brochures/grayscale/5041_nps_deva-routes-from-las-vegas_gray_p01_2550x3300.png
5042	train	5000-national-park-service-brochures	5000-national-park-service-brochures/grayscale/5042_nps_lake-approved-backcountry-roads-hoover-dam_gray_p01_2550x3300.png
5043	validate	5000-national-park-service-brochures	5000-national-park-service-brochures/grayscale/5043_nps_mora-cougarrock2006_gray_p01_3300x2550.png
5044	train	5000-national-park-service-brochures	5000-national-park-service-brochures/grayscale/5044_nps_mora-ohanapecosh7-2019_gray_p01_2550x3300.png
5045	validate	5000-national-park-service-brochures	5000-national-park-service-brochures/grayscale/5045_nps_muwo-map-muwo-trail-2019-small_gray_p01_3300x2550.png
5046	train	5000-national-park-service-brochures	5000-national-park-service-brochures/grayscale/5046_nps_muwo-map-muwo-trail-2019-small_gray_p02_3300x2550.png
5047	test	5000-national-park-service-brochures	5000-national-park-service-brochures/grayscale/5047_nps_redw-horsetrails-sb-2021-2_gray_p01_2550x4200.png
5048	train	5000-national-park-service-brochures	5000-national-park-service-brochures/grayscale/5048_nps_romo-2018-longs-peak-keyhole-route_gray_p01_2550x4200.png
5049	test	5000-national-park-service-brochures	5000-national-park-service-brochures/grayscale/5049_nps_romo-2018-longs-peak-keyhole-route_gray_p02_2550x4200.png
5050	train	5000-national-park-service-brochures	5000-national-park-service-brochures/grayscale/5050_nps_romo-moraine-park-campground-map-2025_gray_p01_4200x2550.png
5051	validate	5000-national-park-service-brochures	5000-national-park-service-brochures/grayscale/5051_nps_seki-20210826-french_gray_p01_2550x4200.png
5052	train	5000-national-park-service-brochures	5000-national-park-service-brochures/grayscale/5052_nps_seki-20210826-french_gray_p02_2550x4200.png
5053	validate	5000-national-park-service-brochures	5000-national-park-service-brochures/grayscale/5053_nps_seki-20210826-german_gray_p01_2550x4200.png
5054	train	5000-national-park-service-brochures	5000-national-park-service-brochures/grayscale/5054_nps_seki-20210826-german_gray_p02_2550x4200.png
5055	validate	5000-national-park-service-brochures	5000-national-park-service-brochures/grayscale/5055_nps_shen-bearfence-roadtrail_gray_p01_2550x3300.png
5056	train	5000-national-park-service-brochures	5000-national-park-service-brochures/grayscale/5056_nps_shen-bearfence-roadtrail_gray_p02_2550x3300.png
5057	test	5000-national-park-service-brochures	5000-national-park-service-brochures/grayscale/5057_nps_shen-bigmeadows-roadtrail_gray_p01_2550x3300.png
5058	train	5000-national-park-service-brochures	5000-national-park-service-brochures/grayscale/5058_nps_shen-bigmeadows-roadtrail_gray_p02_2550x3300.png
5200	train	5200-epa-climate-impact-2021-report	5200-epa-climate-impact-2021-report/5200_epa_climate-impact-2021_cover_p001_2968x3841.png
5201	validate	5200-epa-climate-impact-2021-report	5200-epa-climate-impact-2021-report/5201_epa_climate-impact-2021_exec-summary-vulnerable-groups-table_p004_2968x3841.png
5202	train	5200-epa-climate-impact-2021-report	5200-epa-climate-impact-2021-report/5202_epa_climate-impact-2021_fig-es1-six-impacts_p005_2968x3841.png
5203	validate	5200-epa-climate-impact-2021-report	5200-epa-climate-impact-2021-report/5203_epa_climate-impact-2021_key-findings-by-race-ethnicity_p006_2968x3841.png
5204	train	5200-epa-climate-impact-2021-report	5200-epa-climate-impact-2021-report/5204_epa_climate-impact-2021_key-findings-income-education-age_p007_2968x3841.png
5205	validate	5200-epa-climate-impact-2021-report	5200-epa-climate-impact-2021-report/5205_epa_climate-impact-2021_fig-es2-disproportionate-risk-chart_p008_2968x3841.png
5206	train	5200-epa-climate-impact-2021-report	5200-epa-climate-impact-2021-report/5206_epa_climate-impact-2021_introduction-who-is-vulnerable_p009_2968x3841.png
5207	test	5200-epa-climate-impact-2021-report	5200-epa-climate-impact-2021-report/5207_epa_climate-impact-2021_approach-4-step-methodology_p011_2968x3841.png
5208	train	5200-epa-climate-impact-2021-report	5200-epa-climate-impact-2021-report/5208_epa_climate-impact-2021_airquality-results-maps_p022_2968x3841.png
5209	test	5200-epa-climate-impact-2021-report	5200-epa-climate-impact-2021-report/5209_epa_climate-impact-2021_airquality-key-findings-childhood-asthma_p030_2968x3841.png
5210	train	5200-epa-climate-impact-2021-report	5200-epa-climate-impact-2021-report/5210_epa_climate-impact-2021_extreme-temp-health-mortality-map_p034_2968x3841.png
5211	validate	5200-epa-climate-impact-2021-report	5200-epa-climate-impact-2021-report/5211_epa_climate-impact-2021_extreme-temp-labor-heatloss-maps_p039_2968x3841.png
5212	train	5200-epa-climate-impact-2021-report	5200-epa-climate-impact-2021-report/5212_epa_climate-impact-2021_extreme-temp-labor-key-findings_p043_2968x3841.png
5213	validate	5200-epa-climate-impact-2021-report	5200-epa-climate-impact-2021-report/5213_epa_climate-impact-2021_coastal-flooding-traffic-findings_p048_2968x3841.png
5214	train	5200-epa-climate-impact-2021-report	5200-epa-climate-impact-2021-report/5214_epa_climate-impact-2021_coastal-flooding-property-inundation-maps_p057_2968x3841.png
5215	validate	5200-epa-climate-impact-2021-report	5200-epa-climate-impact-2021-report/5215_epa_climate-impact-2021_coastal-flooding-property-key-findings_p058_2968x3841.png
5216	train	5200-epa-climate-impact-2021-report	5200-epa-climate-impact-2021-report/5216_epa_climate-impact-2021_inland-flooding-opener_p068_2968x3841.png
5217	test	5200-epa-climate-impact-2021-report	5200-epa-climate-impact-2021-report/5217_epa_climate-impact-2021_inland-flooding-national-risk-map_p069_2968x3841.png
5218	train	5200-epa-climate-impact-2021-report	5200-epa-climate-impact-2021-report/5218_epa_climate-impact-2021_national-results-narrative_p076_2968x3841.png
5219	test	5200-epa-climate-impact-2021-report	5200-epa-climate-impact-2021-report/5219_epa_climate-impact-2021_fig-9-1-master-chart-4groups-6impacts_p077_2968x3841.png
5220	train	5200-epa-climate-impact-2021-report	5200-epa-climate-impact-2021-report/5220_epa_climate-impact-2021_fig-9-2-amerindian-alaskanative-asian_p078_2968x3841.png
5221	validate	5200-epa-climate-impact-2021-report	5200-epa-climate-impact-2021-report/5221_epa_climate-impact-2021_fig-9-2-black-aa-hispanic-latino_p079_2968x3841.png
5222	train	5200-epa-climate-impact-2021-report	5200-epa-climate-impact-2021-report/5222_epa_climate-impact-2021_fig-9-2-pacificislander-white_p080_2968x3841.png
5223	validate	5200-epa-climate-impact-2021-report	5200-epa-climate-impact-2021-report/5223_epa_climate-impact-2021_regional-results-map_p081_2968x3841.png
5224	train	5200-epa-climate-impact-2021-report	5200-epa-climate-impact-2021-report/5224_epa_climate-impact-2021_southern-great-plains-77pct-asthma_p085_2968x3841.png
5300	train	5300-noaa-hurricane-documents	5300-noaa-hurricane-documents/5300_noaa_nhc-verification-report-2024_page1_p01_2550x3300.png
5301	validate	5300-noaa-hurricane-documents	5300-noaa-hurricane-documents/5301_noaa_nhc-verification-report-2024_charts_p05_2550x3300.png
5302	train	5300-noaa-hurricane-documents	5300-noaa-hurricane-documents/5302_noaa_nhc-helene-al092024_cover_p01_2550x3300.png
5303	validate	5300-noaa-hurricane-documents	5300-noaa-hurricane-documents/5303_noaa_nhc-helene-al092024_map_p09_2550x3300.png
5304	train	5300-noaa-hurricane-documents	5300-noaa-hurricane-documents/5304_noaa_nhc-helene-al092024_text-body_p25_2550x3300.png
5305	validate	5300-noaa-hurricane-documents	5300-noaa-hurricane-documents/5305_noaa_nhc-milton-al142024_cover_p01_2550x3300.png
5306	train	5300-noaa-hurricane-documents	5300-noaa-hurricane-documents/5306_noaa_nhc-milton-al142024_map_p07_2550x3300.png
5307	test	5300-noaa-hurricane-documents	5300-noaa-hurricane-documents/5307_noaa_nhc-milton-al142024_text-body_p19_2550x3300.png
5308	train	5300-noaa-hurricane-documents	5300-noaa-hurricane-documents/5308_noaa_nhc-al022024-beryl_p01_2550x3300.png
5309	test	5300-noaa-hurricane-documents	5300-noaa-hurricane-documents/5309_noaa_nhc-al022024-beryl_p26_2550x3300.png
5310	train	5300-noaa-hurricane-documents	5300-noaa-hurricane-documents/5310_noaa_nhc-al022024-beryl_p51_2550x3300.png
5311	validate	5300-noaa-hurricane-documents	5300-noaa-hurricane-documents/5311_noaa_nhc-al042024-debby_p01_2550x3300.png
5312	train	5300-noaa-hurricane-documents	5300-noaa-hurricane-documents/5312_noaa_nhc-al042024-debby_p19_2550x3300.png
5313	validate	5300-noaa-hurricane-documents	5300-noaa-hurricane-documents/5313_noaa_nhc-al042024-debby_p37_3300x2550.png
5314	train	5300-noaa-hurricane-documents	5300-noaa-hurricane-documents/5314_noaa_nhc-al062024-francine_p01_2550x3300.png
5315	validate	5300-noaa-hurricane-documents	5300-noaa-hurricane-documents/5315_noaa_nhc-al062024-francine_p12_2550x3300.png
5316	train	5300-noaa-hurricane-documents	5300-noaa-hurricane-documents/5316_noaa_nhc-al062024-francine_p24_3300x2550.png
5317	test	5300-noaa-hurricane-documents	5300-noaa-hurricane-documents/5317_noaa_nhc-al072022-fiona_p01_2550x3300.png
5318	train	5300-noaa-hurricane-documents	5300-noaa-hurricane-documents/5318_noaa_nhc-al072022-fiona_p21_2550x3300.png
5319	test	5300-noaa-hurricane-documents	5300-noaa-hurricane-documents/5319_noaa_nhc-al072022-fiona_p41_2550x3300.png
5320	train	5300-noaa-hurricane-documents	5300-noaa-hurricane-documents/5320_noaa_nhc-al082023-franklin_p01_2550x3300.png
5321	validate	5300-noaa-hurricane-documents	5300-noaa-hurricane-documents/5321_noaa_nhc-al082023-franklin_p10_2550x3300.png
5322	train	5300-noaa-hurricane-documents	5300-noaa-hurricane-documents/5322_noaa_nhc-al082023-franklin_p20_2550x3300.png
5323	validate	5300-noaa-hurricane-documents	5300-noaa-hurricane-documents/5323_noaa_nhc-al092022-ian_p01_2550x3300.png
5324	train	5300-noaa-hurricane-documents	5300-noaa-hurricane-documents/5324_noaa_nhc-al092022-ian_p25_2550x3300.png
5325	validate	5300-noaa-hurricane-documents	5300-noaa-hurricane-documents/5325_noaa_nhc-al092022-ian_p49_3300x2550.png
5326	train	5300-noaa-hurricane-documents	5300-noaa-hurricane-documents/5326_noaa_nhc-al102023-idalia_p01_2550x3300.png
5327	test	5300-noaa-hurricane-documents	5300-noaa-hurricane-documents/5327_noaa_nhc-al102023-idalia_p16_2550x3300.png
5328	train	5300-noaa-hurricane-documents	5300-noaa-hurricane-documents/5328_noaa_nhc-al102023-idalia_p32_3300x2550.png
5329	test	5300-noaa-hurricane-documents	5300-noaa-hurricane-documents/5329_noaa_nhc-al122024-kirk_p01_2550x3300.png
5330	train	5300-noaa-hurricane-documents	5300-noaa-hurricane-documents/5330_noaa_nhc-al122024-kirk_p05_2550x3300.png
5331	validate	5300-noaa-hurricane-documents	5300-noaa-hurricane-documents/5331_noaa_nhc-al122024-kirk_p10_2550x3300.png
5332	train	5300-noaa-hurricane-documents	5300-noaa-hurricane-documents/5332_noaa_nhc-al132023-lee_p01_2550x3300.png
5333	validate	5300-noaa-hurricane-documents	5300-noaa-hurricane-documents/5333_noaa_nhc-al132023-lee_p11_2550x3300.png
5334	train	5300-noaa-hurricane-documents	5300-noaa-hurricane-documents/5334_noaa_nhc-al132023-lee_p21_2550x3300.png
5335	validate	5300-noaa-hurricane-documents	5300-noaa-hurricane-documents/5335_noaa_nhc-al132024-leslie_p01_2550x3300.png
5336	train	5300-noaa-hurricane-documents	5300-noaa-hurricane-documents/5336_noaa_nhc-al132024-leslie_p05_2550x3300.png
5337	test	5300-noaa-hurricane-documents	5300-noaa-hurricane-documents/5337_noaa_nhc-al132024-leslie_p09_2550x3300.png
5338	train	5300-noaa-hurricane-documents	5300-noaa-hurricane-documents/5338_noaa_nhc-al172022-nicole_p01_2550x3300.png
5339	test	5300-noaa-hurricane-documents	5300-noaa-hurricane-documents/5339_noaa_nhc-al172022-nicole_p20_2550x3300.png
5340	train	5300-noaa-hurricane-documents	5300-noaa-hurricane-documents/5340_noaa_nhc-al172022-nicole_p40_2550x3300.png
5341	validate	5300-noaa-hurricane-documents	5300-noaa-hurricane-documents/5341_noaa_nhc-al182024-rafael_p01_2550x3300.png
5342	train	5300-noaa-hurricane-documents	5300-noaa-hurricane-documents/5342_noaa_nhc-al182024-rafael_p10_2550x3300.png
5343	validate	5300-noaa-hurricane-documents	5300-noaa-hurricane-documents/5343_noaa_nhc-al182024-rafael_p19_2550x3300.png
6000	train	6000-lilith-scans-public-patents	6000-lilith-scans-public-patents/lynn_conway_us5046022_1bitoriginal/6000_scans-patents_lynn-conway-us5046022-1bit_p001_2320x3408.png
6001	validate	6000-lilith-scans-public-patents	6000-lilith-scans-public-patents/lynn_conway_us5046022_1bitoriginal/6001_scans-patents_lynn-conway-us5046022-1bit_p002_2320x3408.png
6002	train	6000-lilith-scans-public-patents	6000-lilith-scans-public-patents/lynn_conway_us5046022_1bitoriginal/6002_scans-patents_lynn-conway-us5046022-1bit_p003_2320x3408.png
6003	validate	6000-lilith-scans-public-patents	6000-lilith-scans-public-patents/lynn_conway_us5046022_1bitoriginal/6003_scans-patents_lynn-conway-us5046022-1bit_p004_2320x3408.png
6004	train	6000-lilith-scans-public-patents	6000-lilith-scans-public-patents/lynn_conway_us5046022_1bitoriginal/6004_scans-patents_lynn-conway-us5046022-1bit_p005_2320x3408.png
6005	validate	6000-lilith-scans-public-patents	6000-lilith-scans-public-patents/lynn_conway_us5046022_1bitoriginal/6005_scans-patents_lynn-conway-us5046022-1bit_p006_2320x3408.png
6006	train	6000-lilith-scans-public-patents	6000-lilith-scans-public-patents/lynn_conway_us5046022_1bitoriginal/6006_scans-patents_lynn-conway-us5046022-1bit_p007_2320x3408.png
6007	test	6000-lilith-scans-public-patents	6000-lilith-scans-public-patents/lynn_conway_us5046022_1bitoriginal/6007_scans-patents_lynn-conway-us5046022-1bit_p008_2320x3408.png
6008	train	6000-lilith-scans-public-patents	6000-lilith-scans-public-patents/lynn_conway_us5046022_1bitoriginal/6008_scans-patents_lynn-conway-us5046022-1bit_p009_2320x3408.png
6009	test	6000-lilith-scans-public-patents	6000-lilith-scans-public-patents/lynn_conway_us5046022_1bitoriginal/6009_scans-patents_lynn-conway-us5046022-1bit_p010_2320x3408.png
6010	train	6000-lilith-scans-public-patents	6000-lilith-scans-public-patents/lynn_conway_us5046022_1bitoriginal/6010_scans-patents_lynn-conway-us5046022-1bit_p011_2320x3408.png
6011	validate	6000-lilith-scans-public-patents	6000-lilith-scans-public-patents/lynn_conway_us5046022_1bitoriginal/6011_scans-patents_lynn-conway-us5046022-1bit_p012_2320x3408.png
6012	train	6000-lilith-scans-public-patents	6000-lilith-scans-public-patents/lynn_conway_us5046022_1bitoriginal/6012_scans-patents_lynn-conway-us5046022-1bit_p013_2320x3408.png
6013	validate	6000-lilith-scans-public-patents	6000-lilith-scans-public-patents/lynn_conway_us5046022_1bitoriginal/6013_scans-patents_lynn-conway-us5046022-1bit_p014_2320x3408.png
6014	train	6000-lilith-scans-public-patents	6000-lilith-scans-public-patents/lynn_conway_us5046022_1bitoriginal/6014_scans-patents_lynn-conway-us5046022-1bit_p015_2320x3408.png
6015	validate	6000-lilith-scans-public-patents	6000-lilith-scans-public-patents/lynn_conway_us5046022_1bitoriginal/6015_scans-patents_lynn-conway-us5046022-1bit_p016_2320x3408.png
6016	train	6000-lilith-scans-public-patents	6000-lilith-scans-public-patents/lynn_conway_us5046022_1bitoriginal/6016_scans-patents_lynn-conway-us5046022-1bit_p017_2320x3408.png
6017	test	6000-lilith-scans-public-patents	6000-lilith-scans-public-patents/lynn_conway_us5046022_1bitoriginal/6017_scans-patents_lynn-conway-us5046022-1bit_p018_2320x3408.png
6018	train	6000-lilith-scans-public-patents	6000-lilith-scans-public-patents/lynn_conway_us5046022_1bitoriginal/6018_scans-patents_lynn-conway-us5046022-1bit_p019_2320x3408.png
6019	test	6000-lilith-scans-public-patents	6000-lilith-scans-public-patents/lynn_conway_us5046022_1bitoriginal/6019_scans-patents_lynn-conway-us5046022-1bit_p020_2320x3408.png
6020	train	6000-lilith-scans-public-patents	6000-lilith-scans-public-patents/lynn_conway_us5046022_1bitoriginal/6020_scans-patents_lynn-conway-us5046022-1bit_p021_2320x3408.png
6021	validate	6000-lilith-scans-public-patents	6000-lilith-scans-public-patents/lynn_conway_us5046022_1bitoriginal/6021_scans-patents_lynn-conway-us5046022-1bit_p022_2320x3408.png
6022	train	6000-lilith-scans-public-patents	6000-lilith-scans-public-patents/lynn_conway_us5046022_1bitoriginal/6022_scans-patents_lynn-conway-us5046022-1bit_p023_2320x3408.png
6023	validate	6000-lilith-scans-public-patents	6000-lilith-scans-public-patents/lynn_conway_us5046022_1bitoriginal/6023_scans-patents_lynn-conway-us5046022-1bit_p024_2320x3408.png
6024	train	6000-lilith-scans-public-patents	6000-lilith-scans-public-patents/lynn_conway_us5046022_1bitoriginal/6024_scans-patents_lynn-conway-us5046022-1bit_p025_2320x3408.png
6025	validate	6000-lilith-scans-public-patents	6000-lilith-scans-public-patents/lynn_conway_us5046022_1bitoriginal/6025_scans-patents_lynn-conway-us5046022-1bit_p026_2320x3408.png
6026	train	6000-lilith-scans-public-patents	6000-lilith-scans-public-patents/lynn_conway_us5046022_1bitoriginal/6026_scans-patents_lynn-conway-us5046022-1bit_p027_2320x3408.png
6027	test	6000-lilith-scans-public-patents	6000-lilith-scans-public-patents/lynn_conway_us5046022_1bitoriginal/6027_scans-patents_lynn-conway-us5046022-1bit_p028_2320x3408.png
6028	train	6000-lilith-scans-public-patents	6000-lilith-scans-public-patents/lynn_conway_us5046022_1bitoriginal/6028_scans-patents_lynn-conway-us5046022-1bit_p029_2320x3408.png
6029	test	6000-lilith-scans-public-patents	6000-lilith-scans-public-patents/lynn_conway_us5046022_printrescancolor300/6029_scans-patents_lynn-conway-us5046022-rescan-color_p001_2479x3230.jpg
6030	train	6000-lilith-scans-public-patents	6000-lilith-scans-public-patents/lynn_conway_us5046022_printrescancolor300/6030_scans-patents_lynn-conway-us5046022-rescan-color_p002_2479x3230.jpg
6031	validate	6000-lilith-scans-public-patents	6000-lilith-scans-public-patents/lynn_conway_us5046022_printrescancolor300/6031_scans-patents_lynn-conway-us5046022-rescan-color_p003_2479x3230.jpg
6032	train	6000-lilith-scans-public-patents	6000-lilith-scans-public-patents/lynn_conway_us5046022_printrescancolor300/6032_scans-patents_lynn-conway-us5046022-rescan-color_p004_2479x3230.jpg
6033	validate	6000-lilith-scans-public-patents	6000-lilith-scans-public-patents/lynn_conway_us5046022_printrescancolor300/6033_scans-patents_lynn-conway-us5046022-rescan-color_p005_2479x3230.jpg
6034	train	6000-lilith-scans-public-patents	6000-lilith-scans-public-patents/lynn_conway_us5046022_printrescancolor300/6034_scans-patents_lynn-conway-us5046022-rescan-color_p006_2479x3230.jpg
6035	validate	6000-lilith-scans-public-patents	6000-lilith-scans-public-patents/lynn_conway_us5046022_printrescancolor300/6035_scans-patents_lynn-conway-us5046022-rescan-color_p007_2479x3230.jpg
6036	train	6000-lilith-scans-public-patents	6000-lilith-scans-public-patents/lynn_conway_us5046022_printrescancolor300/6036_scans-patents_lynn-conway-us5046022-rescan-color_p008_2479x3230.jpg
6037	test	6000-lilith-scans-public-patents	6000-lilith-scans-public-patents/lynn_conway_us5046022_printrescancolor300/6037_scans-patents_lynn-conway-us5046022-rescan-color_p009_2479x3230.jpg
6038	train	6000-lilith-scans-public-patents	6000-lilith-scans-public-patents/lynn_conway_us5046022_printrescancolor300/6038_scans-patents_lynn-conway-us5046022-rescan-color_p010_2479x3230.jpg
6039	test	6000-lilith-scans-public-patents	6000-lilith-scans-public-patents/lynn_conway_us5046022_printrescancolor300/6039_scans-patents_lynn-conway-us5046022-rescan-color_p011_2479x3230.jpg
6040	train	6000-lilith-scans-public-patents	6000-lilith-scans-public-patents/lynn_conway_us5046022_printrescancolor300/6040_scans-patents_lynn-conway-us5046022-rescan-color_p012_2479x3230.jpg
6041	validate	6000-lilith-scans-public-patents	6000-lilith-scans-public-patents/lynn_conway_us5046022_printrescancolor300/6041_scans-patents_lynn-conway-us5046022-rescan-color_p013_2479x3230.jpg
6042	train	6000-lilith-scans-public-patents	6000-lilith-scans-public-patents/lynn_conway_us5046022_printrescancolor300/6042_scans-patents_lynn-conway-us5046022-rescan-color_p014_2479x3230.jpg
6043	validate	6000-lilith-scans-public-patents	6000-lilith-scans-public-patents/lynn_conway_us5046022_printrescancolor300/6043_scans-patents_lynn-conway-us5046022-rescan-color_p015_2479x3230.jpg
6044	train	6000-lilith-scans-public-patents	6000-lilith-scans-public-patents/lynn_conway_us5046022_printrescancolor300/6044_scans-patents_lynn-conway-us5046022-rescan-color_p016_2479x3230.jpg
6045	validate	6000-lilith-scans-public-patents	6000-lilith-scans-public-patents/lynn_conway_us5046022_printrescancolor300/6045_scans-patents_lynn-conway-us5046022-rescan-color_p017_2479x3230.jpg
6046	train	6000-lilith-scans-public-patents	6000-lilith-scans-public-patents/lynn_conway_us5046022_printrescancolor300/6046_scans-patents_lynn-conway-us5046022-rescan-color_p018_2479x3230.jpg
6047	test	6000-lilith-scans-public-patents	6000-lilith-scans-public-patents/lynn_conway_us5046022_printrescancolor300/6047_scans-patents_lynn-conway-us5046022-rescan-color_p019_2479x3230.jpg
6048	train	6000-lilith-scans-public-patents	6000-lilith-scans-public-patents/lynn_conway_us5046022_printrescancolor300/6048_scans-patents_lynn-conway-us5046022-rescan-color_p020_2479x3230.jpg
6049	test	6000-lilith-scans-public-patents	6000-lilith-scans-public-patents/lynn_conway_us5046022_printrescancolor300/6049_scans-patents_lynn-conway-us5046022-rescan-color_p021_2479x3230.jpg
6050	train	6000-lilith-scans-public-patents	6000-lilith-scans-public-patents/lynn_conway_us5046022_printrescancolor300/6050_scans-patents_lynn-conway-us5046022-rescan-color_p022_2479x3230.jpg
6051	validate	6000-lilith-scans-public-patents	6000-lilith-scans-public-patents/lynn_conway_us5046022_printrescancolor300/6051_scans-patents_lynn-conway-us5046022-rescan-color_p023_2479x3230.jpg
