rank	cumulative_gp	image_path	scale_w	scale_h	megapixels	content_class	variant_name
453	0.0057	/mnt/v/output/imazen-26-png/8100-lilith-web-screenshots/1440x900/8122_web-screenshots_nasa-home_dpr1_page1_1440x900.sdr.png	128	80	0.0102	8100-lilith-web-screenshots	8122.scale128x80
454	0.0057	/mnt/v/output/imazen-26-png/8100-lilith-web-screenshots/1440x900/8124_web-screenshots_nasa-image-of-day_dpr1_page1_1440x900.sdr.png	128	80	0.0102	8100-lilith-web-screenshots	8124.scale128x80
455	0.0057	/mnt/v/output/imazen-26-png/8100-lilith-web-screenshots/1440x900/8126_web-screenshots_nasa-missions_dpr1_page1_1440x900.sdr.png	128	80	0.0102	8100-lilith-web-screenshots	8126.scale128x80
456	0.0057	/mnt/v/output/imazen-26-png/8100-lilith-web-screenshots/1440x900/8128_web-screenshots_nasa-news_dpr1_page1_1440x900.sdr.png	128	80	0.0102	8100-lilith-web-screenshots	8128.scale128x80
457	0.0057	/mnt/v/output/imazen-26-png/8100-lilith-web-screenshots/1440x900/8130_web-screenshots_nih-recipes-keep-the-beat_dpr1_page1_1440x900.sdr.png	128	80	0.0102	8100-lilith-web-screenshots	8130.scale128x80
458	0.0057	/mnt/v/output/imazen-26-png/8100-lilith-web-screenshots/1440x900/8132_web-screenshots_nih-home_dpr1_page2_1440x900.sdr.png	128	80	0.0102	8100-lilith-web-screenshots	8132.scale128x80
459	0.0058	/mnt/v/output/imazen-26-png/8100-lilith-web-screenshots/1440x900/8134_web-screenshots_nps-grand-canyon_dpr1_page1_1440x900.sdr.png	128	80	0.0102	8100-lilith-web-screenshots	8134.scale128x80
460	0.0058	/mnt/v/output/imazen-26-png/8100-lilith-web-screenshots/1440x900/8136_web-screenshots_nps-grca_dpr1_page1_1440x900.sdr.png	128	80	0.0102	8100-lilith-web-screenshots	8136.scale128x80
461	0.0058	/mnt/v/output/imazen-26-png/8100-lilith-web-screenshots/1440x900/8138_web-screenshots_nps-yellowstone_dpr1_page1_1440x900.sdr.png	128	80	0.0102	8100-lilith-web-screenshots	8138.scale128x80
462	0.0058	/mnt/v/output/imazen-26-png/8100-lilith-web-screenshots/1440x900/8140_web-screenshots_nps-yosemite_dpr1_page1_1440x900.sdr.png	128	80	0.0102	8100-lilith-web-screenshots	8140.scale128x80
463	0.0058	/mnt/v/output/imazen-26-png/8100-lilith-web-screenshots/1440x900/8142_web-screenshots_nps-zion_dpr1_page1_1440x900.sdr.png	128	80	0.0102	8100-lilith-web-screenshots	8142.scale128x80
464	0.0058	/mnt/v/output/imazen-26-png/8100-lilith-web-screenshots/1440x900/8144_web-screenshots_si-edu-exhibitions_dpr1_page1_1440x900.sdr.png	128	80	0.0102	8100-lilith-web-screenshots	8144.scale128x80
465	0.0058	/mnt/v/output/imazen-26-png/8100-lilith-web-screenshots/1440x900/8146_web-screenshots_terminal-python-repl_dpr1_page1_1440x900.sdr.png	128	80	0.0102	8100-lilith-web-screenshots	8146.scale128x80
466	0.0058	/mnt/v/output/imazen-26-png/8100-lilith-web-screenshots/1440x900/8148_web-screenshots_usgs-main-home_dpr1_page1_1440x900.sdr.png	128	80	0.0102	8100-lilith-web-screenshots	8148.scale128x80
467	0.0058	/mnt/v/output/imazen-26-png/8100-lilith-web-screenshots/1440x900/8150_web-screenshots_usgs-news_dpr1_page1_1440x900.sdr.png	128	80	0.0102	8100-lilith-web-screenshots	8150.scale128x80
468	0.0058	/mnt/v/output/imazen-26-png/8100-lilith-web-screenshots/1440x900/8152_web-screenshots_usgs-topoview_dpr1_page1_1440x900.sdr.png	128	80	0.0102	8100-lilith-web-screenshots	8152.scale128x80
469	0.0059	/mnt/v/output/imazen-26-png/8100-lilith-web-screenshots/1440x900/8154_web-screenshots_weather-forecast-nyc_dpr1_page2_1440x900.sdr.png	128	80	0.0102	8100-lilith-web-screenshots	8154.scale128x80
470	0.0059	/mnt/v/output/imazen-26-png/8100-lilith-web-screenshots/1440x900/8156_web-screenshots_weatherportal-home_dpr1_page1_1440x900.sdr.png	128	80	0.0102	8100-lilith-web-screenshots	8156.scale128x80
471	0.0059	/mnt/v/output/imazen-26-png/8100-lilith-web-screenshots/1440x900/8158_web-screenshots_whitehouse-briefing_dpr1_page2_1440x900.sdr.png	128	80	0.0102	8100-lilith-web-screenshots	8158.scale128x80
472	0.0059	/mnt/v/output/imazen-26-png/8100-lilith-web-screenshots/1920x1080/8160_web-screenshots_archives-exhibits_dpr1_page1_1920x1080.sdr.png	128	72	0.0092	8100-lilith-web-screenshots	8160.scale128x72
473	0.0059	/mnt/v/output/imazen-26-png/8100-lilith-web-screenshots/1920x1080/8162_web-screenshots_bls-employment-situation_dpr1_page1_1920x1080.sdr.png	128	72	0.0092	8100-lilith-web-screenshots	8162.scale128x72
474	0.0059	/mnt/v/output/imazen-26-png/8100-lilith-web-screenshots/1920x1080/8164_web-screenshots_climate-gov-home_dpr1_page2_1920x1080.sdr.png	128	72	0.0092	8100-lilith-web-screenshots	8164.scale128x72
475	0.0059	/mnt/v/output/imazen-26-png/8100-lilith-web-screenshots/1920x1080/8166_web-screenshots_datagov-catalog_dpr1_page2_1920x1080.sdr.png	128	72	0.0092	8100-lilith-web-screenshots	8166.scale128x72
476	0.0059	/mnt/v/output/imazen-26-png/8100-lilith-web-screenshots/1920x1080/8168_web-screenshots_federalreserve-data_dpr1_page2_1920x1080.sdr.png	128	72	0.0092	8100-lilith-web-screenshots	8168.scale128x72
477	0.0059	/mnt/v/output/imazen-26-png/8100-lilith-web-screenshots/1920x1080/8170_web-screenshots_gutenberg-top_dpr1_page2_1920x1080.sdr.png	128	72	0.0092	8100-lilith-web-screenshots	8170.scale128x72
478	0.0059	/mnt/v/output/imazen-26-png/8100-lilith-web-screenshots/1920x1080/8172_web-screenshots_lkml-lists-index_dpr1_page2_1920x1080.sdr.png	128	72	0.0092	8100-lilith-web-screenshots	8172.scale128x72
479	0.0060	/mnt/v/output/imazen-26-png/8100-lilith-web-screenshots/1920x1080/8174_web-screenshots_loc-free-to-use_dpr1_page1_1920x1080.sdr.png	128	72	0.0092	8100-lilith-web-screenshots	8174.scale128x72
480	0.0060	/mnt/v/output/imazen-26-png/8100-lilith-web-screenshots/1920x1080/8176_web-screenshots_loc-pictures_dpr1_page1_1920x1080.sdr.png	128	72	0.0092	8100-lilith-web-screenshots	8176.scale128x72
481	0.0060	/mnt/v/output/imazen-26-png/8100-lilith-web-screenshots/1920x1080/8178_web-screenshots_nasa-artemis_dpr1_page1_1920x1080.sdr.png	128	72	0.0092	8100-lilith-web-screenshots	8178.scale128x72
482	0.0060	/mnt/v/output/imazen-26-png/8100-lilith-web-screenshots/1920x1080/8180_web-screenshots_nasa-home_dpr1_page1_1920x1080.sdr.png	128	72	0.0092	8100-lilith-web-screenshots	8180.scale128x72
483	0.0060	/mnt/v/output/imazen-26-png/8100-lilith-web-screenshots/1920x1080/8182_web-screenshots_nasa-image-of-day_dpr1_page1_1920x1080.sdr.png	128	72	0.0092	8100-lilith-web-screenshots	8182.scale128x72
484	0.0060	/mnt/v/output/imazen-26-png/8100-lilith-web-screenshots/1920x1080/8184_web-screenshots_nasa-missions_dpr1_page1_1920x1080.sdr.png	128	72	0.0092	8100-lilith-web-screenshots	8184.scale128x72
485	0.0060	/mnt/v/output/imazen-26-png/8100-lilith-web-screenshots/1920x1080/8186_web-screenshots_nasa-news_dpr1_page1_1920x1080.sdr.png	128	72	0.0092	8100-lilith-web-screenshots	8186.scale128x72
486	0.0060	/mnt/v/output/imazen-26-png/8100-lilith-web-screenshots/1920x1080/8188_web-screenshots_nasa-perseverance_dpr1_page1_1920x1080.sdr.png	128	72	0.0092	8100-lilith-web-screenshots	8188.scale128x72
487	0.0060	/mnt/v/output/imazen-26-png/8100-lilith-web-screenshots/1920x1080/8190_web-screenshots_nih-recipes-keep-the-beat_dpr1_page1_1920x1080.sdr.png	128	72	0.0092	8100-lilith-web-screenshots	8190.scale128x72
488	0.0060	/mnt/v/output/imazen-26-png/8100-lilith-web-screenshots/1920x1080/8192_web-screenshots_nih-home_dpr1_page2_1920x1080.sdr.png	128	72	0.0092	8100-lilith-web-screenshots	8192.scale128x72
489	0.0060	/mnt/v/output/imazen-26-png/8100-lilith-web-screenshots/1920x1080/8194_web-screenshots_noaa-ocean_dpr1_page1_1920x1080.sdr.png	128	72	0.0092	8100-lilith-web-screenshots	8194.scale128x72
490	0.0061	/mnt/v/output/imazen-26-png/8100-lilith-web-screenshots/1920x1080/8196_web-screenshots_nps-grand-canyon_dpr1_page1_1920x1080.sdr.png	128	72	0.0092	8100-lilith-web-screenshots	8196.scale128x72
491	0.0061	/mnt/v/output/imazen-26-png/8100-lilith-web-screenshots/1920x1080/8198_web-screenshots_nps-grca_dpr1_page1_1920x1080.sdr.png	128	72	0.0092	8100-lilith-web-screenshots	8198.scale128x72
492	0.0061	/mnt/v/output/imazen-26-png/8100-lilith-web-screenshots/1920x1080/8200_web-screenshots_nps-yellowstone_dpr1_page1_1920x1080.sdr.png	128	72	0.0092	8100-lilith-web-screenshots	8200.scale128x72
493	0.0061	/mnt/v/output/imazen-26-png/8100-lilith-web-screenshots/1920x1080/8202_web-screenshots_nps-yosemite_dpr1_page1_1920x1080.sdr.png	128	72	0.0092	8100-lilith-web-screenshots	8202.scale128x72
494	0.0061	/mnt/v/output/imazen-26-png/8100-lilith-web-screenshots/1920x1080/8204_web-screenshots_nps-zion_dpr1_page1_1920x1080.sdr.png	128	72	0.0092	8100-lilith-web-screenshots	8204.scale128x72
495	0.0061	/mnt/v/output/imazen-26-png/8100-lilith-web-screenshots/1920x1080/8206_web-screenshots_si-edu-exhibitions_dpr1_page1_1920x1080.sdr.png	128	72	0.0092	8100-lilith-web-screenshots	8206.scale128x72
496	0.0061	/mnt/v/output/imazen-26-png/8100-lilith-web-screenshots/1920x1080/8208_web-screenshots_usaspending-explorer_dpr1_page1_1920x1080.sdr.png	128	72	0.0092	8100-lilith-web-screenshots	8208.scale128x72
497	0.0061	/mnt/v/output/imazen-26-png/8100-lilith-web-screenshots/1920x1080/8210_web-screenshots_usgs-main-home_dpr1_page2_1920x1080.sdr.png	128	72	0.0092	8100-lilith-web-screenshots	8210.scale128x72
498	0.0061	/mnt/v/output/imazen-26-png/8100-lilith-web-screenshots/1920x1080/8212_web-screenshots_usgs-home_dpr1_page2_1920x1080.sdr.png	128	72	0.0092	8100-lilith-web-screenshots	8212.scale128x72
499	0.0061	/mnt/v/output/imazen-26-png/8100-lilith-web-screenshots/1920x1080/8214_web-screenshots_weather-forecast-nyc_dpr1_page1_1920x1080.sdr.png	128	72	0.0092	8100-lilith-web-screenshots	8214.scale128x72
500	0.0061	/mnt/v/output/imazen-26-png/8100-lilith-web-screenshots/1920x1080/8216_web-screenshots_weatherportal-home_dpr1_page1_1920x1080.sdr.png	128	72	0.0092	8100-lilith-web-screenshots	8216.scale128x72
501	0.0062	/mnt/v/output/imazen-26-png/8100-lilith-web-screenshots/1920x1080/8218_web-screenshots_whitehouse-briefing_dpr1_page2_1920x1080.sdr.png	128	72	0.0092	8100-lilith-web-screenshots	8218.scale128x72
502	0.0062	/mnt/v/output/imazen-26-png/8100-lilith-web-screenshots/2880x1800/8220_web-screenshots_archives-exhibits_dpr2_page1_2880x1800.sdr.png	128	80	0.0102	8100-lilith-web-screenshots	8220.scale128x80
503	0.0062	/mnt/v/output/imazen-26-png/8100-lilith-web-screenshots/2880x1800/8222_web-screenshots_bls-employment-situation_dpr2_page1_2880x1800.sdr.png	128	80	0.0102	8100-lilith-web-screenshots	8222.scale128x80
504	0.0062	/mnt/v/output/imazen-26-png/8100-lilith-web-screenshots/2880x1800/8224_web-screenshots_climate-gov-home_dpr2_page2_2880x1800.sdr.png	128	80	0.0102	8100-lilith-web-screenshots	8224.scale128x80
505	0.0062	/mnt/v/output/imazen-26-png/8100-lilith-web-screenshots/2880x1800/8226_web-screenshots_datagov-catalog_dpr2_page2_2880x1800.sdr.png	128	80	0.0102	8100-lilith-web-screenshots	8226.scale128x80
506	0.0062	/mnt/v/output/imazen-26-png/8100-lilith-web-screenshots/2880x1800/8228_web-screenshots_gutenberg-top_dpr2_page1_2880x1800.sdr.png	128	80	0.0102	8100-lilith-web-screenshots	8228.scale128x80
507	0.0062	/mnt/v/output/imazen-26-png/8100-lilith-web-screenshots/2880x1800/8230_web-screenshots_lkml-lists-index_dpr2_page1_2880x1800.sdr.png	128	80	0.0102	8100-lilith-web-screenshots	8230.scale128x80
508	0.0062	/mnt/v/output/imazen-26-png/8100-lilith-web-screenshots/2880x1800/8232_web-screenshots_loc-exhibitions_dpr2_page1_2880x1800.sdr.png	128	80	0.0102	8100-lilith-web-screenshots	8232.scale128x80
509	0.0062	/mnt/v/output/imazen-26-png/8100-lilith-web-screenshots/2880x1800/8234_web-screenshots_loc-pictures_dpr2_page1_2880x1800.sdr.png	128	80	0.0102	8100-lilith-web-screenshots	8234.scale128x80
510	0.0062	/mnt/v/output/imazen-26-png/8100-lilith-web-screenshots/2880x1800/8236_web-screenshots_nasa-artemis_dpr2_page1_2880x1800.sdr.png	128	80	0.0102	8100-lilith-web-screenshots	8236.scale128x80
511	0.0063	/mnt/v/output/imazen-26-png/8100-lilith-web-screenshots/2880x1800/8238_web-screenshots_nasa-home_dpr2_page1_2880x1800.sdr.png	128	80	0.0102	8100-lilith-web-screenshots	8238.scale128x80
512	0.0063	/mnt/v/output/imazen-26-png/8100-lilith-web-screenshots/2880x1800/8240_web-screenshots_nasa-image-of-day_dpr2_page1_2880x1800.sdr.png	128	80	0.0102	8100-lilith-web-screenshots	8240.scale128x80
513	0.0063	/mnt/v/output/imazen-26-png/8100-lilith-web-screenshots/2880x1800/8242_web-screenshots_nasa-missions_dpr2_page1_2880x1800.sdr.png	128	80	0.0102	8100-lilith-web-screenshots	8242.scale128x80
514	0.0063	/mnt/v/output/imazen-26-png/8100-lilith-web-screenshots/2880x1800/8244_web-screenshots_nasa-news_dpr2_page1_2880x1800.sdr.png	128	80	0.0102	8100-lilith-web-screenshots	8244.scale128x80
515	0.0063	/mnt/v/output/imazen-26-png/8100-lilith-web-screenshots/2880x1800/8246_web-screenshots_nasa-webb_dpr2_page1_2880x1800.sdr.png	128	80	0.0102	8100-lilith-web-screenshots	8246.scale128x80
516	0.0063	/mnt/v/output/imazen-26-png/8100-lilith-web-screenshots/2880x1800/8248_web-screenshots_nih-recipes-keep-the-beat_dpr2_page1_2880x1800.sdr.png	128	80	0.0102	8100-lilith-web-screenshots	8248.scale128x80
517	0.0063	/mnt/v/output/imazen-26-png/8100-lilith-web-screenshots/2880x1800/8250_web-screenshots_nih-home_dpr2_page2_2880x1800.sdr.png	128	80	0.0102	8100-lilith-web-screenshots	8250.scale128x80
518	0.0063	/mnt/v/output/imazen-26-png/8100-lilith-web-screenshots/2880x1800/8252_web-screenshots_nps-grand-canyon_dpr2_page1_2880x1800.sdr.png	128	80	0.0102	8100-lilith-web-screenshots	8252.scale128x80
519	0.0063	/mnt/v/output/imazen-26-png/8100-lilith-web-screenshots/2880x1800/8254_web-screenshots_nps-yellowstone_dpr2_page1_2880x1800.sdr.png	128	80	0.0102	8100-lilith-web-screenshots	8254.scale128x80
520	0.0063	/mnt/v/output/imazen-26-png/8100-lilith-web-screenshots/2880x1800/8256_web-screenshots_nps-yose_dpr2_page1_2880x1800.sdr.png	128	80	0.0102	8100-lilith-web-screenshots	8256.scale128x80
521	0.0064	/mnt/v/output/imazen-26-png/8100-lilith-web-screenshots/2880x1800/8258_web-screenshots_nps-yosemite_dpr2_page1_2880x1800.sdr.png	128	80	0.0102	8100-lilith-web-screenshots	8258.scale128x80
522	0.0064	/mnt/v/output/imazen-26-png/8100-lilith-web-screenshots/2880x1800/8260_web-screenshots_nps-zion_dpr2_page1_2880x1800.sdr.png	128	80	0.0102	8100-lilith-web-screenshots	8260.scale128x80
523	0.0064	/mnt/v/output/imazen-26-png/8100-lilith-web-screenshots/2880x1800/8262_web-screenshots_si-edu-exhibitions_dpr2_page1_2880x1800.sdr.png	128	80	0.0102	8100-lilith-web-screenshots	8262.scale128x80
524	0.0064	/mnt/v/output/imazen-26-png/8100-lilith-web-screenshots/2880x1800/8264_web-screenshots_usaspending-explorer_dpr2_page1_2880x1800.sdr.png	128	80	0.0102	8100-lilith-web-screenshots	8264.scale128x80
525	0.0064	/mnt/v/output/imazen-26-png/8100-lilith-web-screenshots/2880x1800/8266_web-screenshots_usgs-main-home_dpr2_page2_2880x1800.sdr.png	128	80	0.0102	8100-lilith-web-screenshots	8266.scale128x80
526	0.0064	/mnt/v/output/imazen-26-png/8100-lilith-web-screenshots/2880x1800/8268_web-screenshots_weather-forecast-nyc_dpr2_page1_2880x1800.sdr.png	128	80	0.0102	8100-lilith-web-screenshots	8268.scale128x80
527	0.0064	/mnt/v/output/imazen-26-png/8100-lilith-web-screenshots/2880x1800/8270_web-screenshots_weatherportal-home_dpr2_page1_2880x1800.sdr.png	128	80	0.0102	8100-lilith-web-screenshots	8270.scale128x80
528	0.0064	/mnt/v/output/imazen-26-png/8100-lilith-web-screenshots/375x667/8272_web-screenshots_archives-exhibits_dpr1_page1_375x667.sdr.png	72	128	0.0092	8100-lilith-web-screenshots	8272.scale72x128
529	0.0064	/mnt/v/output/imazen-26-png/8100-lilith-web-screenshots/375x667/8274_web-screenshots_bls-employment-situation_dpr1_page1_375x667.sdr.png	72	128	0.0092	8100-lilith-web-screenshots	8274.scale72x128
530	0.0064	/mnt/v/output/imazen-26-png/8100-lilith-web-screenshots/375x667/8276_web-screenshots_climate-gov-home_dpr1_page2_375x667.sdr.png	72	128	0.0092	8100-lilith-web-screenshots	8276.scale72x128
531	0.0065	/mnt/v/output/imazen-26-png/8100-lilith-web-screenshots/375x667/8278_web-screenshots_datagov-catalog_dpr1_page2_375x667.sdr.png	72	128	0.0092	8100-lilith-web-screenshots	8278.scale72x128
532	0.0065	/mnt/v/output/imazen-26-png/8100-lilith-web-screenshots/375x667/8280_web-screenshots_gutenberg-top_dpr1_page1_375x667.sdr.png	72	128	0.0092	8100-lilith-web-screenshots	8280.scale72x128
533	0.0065	/mnt/v/output/imazen-26-png/8100-lilith-web-screenshots/375x667/8282_web-screenshots_lkml-lists-index_dpr1_page1_375x667.sdr.png	72	128	0.0092	8100-lilith-web-screenshots	8282.scale72x128
534	0.0065	/mnt/v/output/imazen-26-png/8100-lilith-web-screenshots/375x667/8284_web-screenshots_loc-exhibits_dpr1_page1_375x667.sdr.png	72	128	0.0092	8100-lilith-web-screenshots	8284.scale72x128
535	0.0065	/mnt/v/output/imazen-26-png/8100-lilith-web-screenshots/375x667/8286_web-screenshots_loc-free-to-use_dpr1_page1_375x667.sdr.png	72	128	0.0092	8100-lilith-web-screenshots	8286.scale72x128
536	0.0065	/mnt/v/output/imazen-26-png/8100-lilith-web-screenshots/375x667/8288_web-screenshots_loc-pictures_dpr1_page1_375x667.sdr.png	72	128	0.0092	8100-lilith-web-screenshots	8288.scale72x128
537	0.0065	/mnt/v/output/imazen-26-png/8100-lilith-web-screenshots/375x667/8290_web-screenshots_nasa-artemis_dpr1_page1_375x667.sdr.png	72	128	0.0092	8100-lilith-web-screenshots	8290.scale72x128
538	0.0065	/mnt/v/output/imazen-26-png/8100-lilith-web-screenshots/375x667/8292_web-screenshots_nasa-home_dpr1_page1_375x667.sdr.png	72	128	0.0092	8100-lilith-web-screenshots	8292.scale72x128
539	0.0065	/mnt/v/output/imazen-26-png/8100-lilith-web-screenshots/375x667/8294_web-screenshots_nasa-image-of-day_dpr1_page1_375x667.sdr.png	72	128	0.0092	8100-lilith-web-screenshots	8294.scale72x128
540	0.0065	/mnt/v/output/imazen-26-png/8100-lilith-web-screenshots/375x667/8296_web-screenshots_nasa-missions_dpr1_page1_375x667.sdr.png	72	128	0.0092	8100-lilith-web-screenshots	8296.scale72x128
541	0.0065	/mnt/v/output/imazen-26-png/8100-lilith-web-screenshots/375x667/8298_web-screenshots_nasa-news_dpr1_page1_375x667.sdr.png	72	128	0.0092	8100-lilith-web-screenshots	8298.scale72x128
542	0.0066	/mnt/v/output/imazen-26-png/8100-lilith-web-screenshots/375x667/8300_web-screenshots_nasa-webb_dpr1_page1_375x667.sdr.png	72	128	0.0092	8100-lilith-web-screenshots	8300.scale72x128
543	0.0066	/mnt/v/output/imazen-26-png/8100-lilith-web-screenshots/375x667/8302_web-screenshots_nih-recipes-keep-the-beat_dpr1_page1_375x667.sdr.png	72	128	0.0092	8100-lilith-web-screenshots	8302.scale72x128
544	0.0066	/mnt/v/output/imazen-26-png/8100-lilith-web-screenshots/375x667/8304_web-screenshots_nih-home_dpr1_page2_375x667.sdr.png	72	128	0.0092	8100-lilith-web-screenshots	8304.scale72x128
545	0.0066	/mnt/v/output/imazen-26-png/8100-lilith-web-screenshots/375x667/8306_web-screenshots_noaa-home_dpr1_page2_375x667.sdr.png	72	128	0.0092	8100-lilith-web-screenshots	8306.scale72x128
546	0.0066	/mnt/v/output/imazen-26-png/8100-lilith-web-screenshots/375x667/8308_web-screenshots_nps-grand-canyon_dpr1_page2_375x667.sdr.png	72	128	0.0092	8100-lilith-web-screenshots	8308.scale72x128
547	0.0066	/mnt/v/output/imazen-26-png/8100-lilith-web-screenshots/375x667/8310_web-screenshots_nps-yellowstone_dpr1_page2_375x667.sdr.png	72	128	0.0092	8100-lilith-web-screenshots	8310.scale72x128
548	0.0066	/mnt/v/output/imazen-26-png/8100-lilith-web-screenshots/375x667/8312_web-screenshots_nps-yose_dpr1_page2_375x667.sdr.png	72	128	0.0092	8100-lilith-web-screenshots	8312.scale72x128
549	0.0066	/mnt/v/output/imazen-26-png/8100-lilith-web-screenshots/375x667/8314_web-screenshots_nps-yosemite_dpr1_page2_375x667.sdr.png	72	128	0.0092	8100-lilith-web-screenshots	8314.scale72x128
550	0.0066	/mnt/v/output/imazen-26-png/8100-lilith-web-screenshots/375x667/8316_web-screenshots_nps-zion_dpr1_page2_375x667.sdr.png	72	128	0.0092	8100-lilith-web-screenshots	8316.scale72x128
551	0.0066	/mnt/v/output/imazen-26-png/8100-lilith-web-screenshots/375x667/8318_web-screenshots_si-edu-exhibitions_dpr1_page2_375x667.sdr.png	72	128	0.0092	8100-lilith-web-screenshots	8318.scale72x128
552	0.0067	/mnt/v/output/imazen-26-png/8100-lilith-web-screenshots/375x667/8320_web-screenshots_usaspending-explorer_dpr1_page2_375x667.sdr.png	72	128	0.0092	8100-lilith-web-screenshots	8320.scale72x128
553	0.0067	/mnt/v/output/imazen-26-png/8100-lilith-web-screenshots/375x667/8322_web-screenshots_usgs-main-home_dpr1_page2_375x667.sdr.png	72	128	0.0092	8100-lilith-web-screenshots	8322.scale72x128
554	0.0067	/mnt/v/output/imazen-26-png/8100-lilith-web-screenshots/375x667/8324_web-screenshots_weather-forecast-nyc_dpr1_page1_375x667.sdr.png	72	128	0.0092	8100-lilith-web-screenshots	8324.scale72x128
555	0.0067	/mnt/v/output/imazen-26-png/8100-lilith-web-screenshots/375x667/8326_web-screenshots_weatherportal-home_dpr1_page1_375x667.sdr.png	72	128	0.0092	8100-lilith-web-screenshots	8326.scale72x128
556	0.0067	/mnt/v/output/imazen-26-png/8100-lilith-web-screenshots/375x667/8328_web-screenshots_whitehouse-briefing_dpr1_page1_375x667.sdr.png	72	128	0.0092	8100-lilith-web-screenshots	8328.scale72x128
557	0.0067	/mnt/v/output/imazen-26-png/8100-lilith-web-screenshots/768x1024/8330_web-screenshots_archive-wayback-search_dpr1_page1_768x1024.sdr.png	96	128	0.0123	8100-lilith-web-screenshots	8330.scale96x128
558	0.0067	/mnt/v/output/imazen-26-png/8100-lilith-web-screenshots/768x1024/8332_web-screenshots_archives-exhibits_dpr1_page2_768x1024.sdr.png	96	128	0.0123	8100-lilith-web-screenshots	8332.scale96x128
559	0.0067	/mnt/v/output/imazen-26-png/8100-lilith-web-screenshots/768x1024/8334_web-screenshots_climate-gov-home_dpr1_page1_768x1024.sdr.png	96	128	0.0123	8100-lilith-web-screenshots	8334.scale96x128
560	0.0067	/mnt/v/output/imazen-26-png/8100-lilith-web-screenshots/768x1024/8336_web-screenshots_datagov-catalog_dpr1_page1_768x1024.sdr.png	96	128	0.0123	8100-lilith-web-screenshots	8336.scale96x128
561	0.0067	/mnt/v/output/imazen-26-png/8100-lilith-web-screenshots/768x1024/8338_web-screenshots_federalreserve-data_dpr1_page1_768x1024.sdr.png	96	128	0.0123	8100-lilith-web-screenshots	8338.scale96x128
562	0.0068	/mnt/v/output/imazen-26-png/8100-lilith-web-screenshots/768x1024/8340_web-screenshots_gutenberg-top_dpr1_page2_768x1024.sdr.png	96	128	0.0123	8100-lilith-web-screenshots	8340.scale96x128
563	0.0068	/mnt/v/output/imazen-26-png/8100-lilith-web-screenshots/768x1024/8342_web-screenshots_lkml-lists-index_dpr1_page2_768x1024.sdr.png	96	128	0.0123	8100-lilith-web-screenshots	8342.scale96x128
564	0.0068	/mnt/v/output/imazen-26-png/8100-lilith-web-screenshots/768x1024/8344_web-screenshots_loc-exhibits_dpr1_page1_768x1024.sdr.png	96	128	0.0123	8100-lilith-web-screenshots	8344.scale96x128
565	0.0068	/mnt/v/output/imazen-26-png/8100-lilith-web-screenshots/768x1024/8346_web-screenshots_loc-pictures_dpr1_page2_768x1024.sdr.png	96	128	0.0123	8100-lilith-web-screenshots	8346.scale96x128
566	0.0068	/mnt/v/output/imazen-26-png/8100-lilith-web-screenshots/768x1024/8348_web-screenshots_nasa-artemis_dpr1_page2_768x1024.sdr.png	96	128	0.0123	8100-lilith-web-screenshots	8348.scale96x128
567	0.0068	/mnt/v/output/imazen-26-png/8100-lilith-web-screenshots/768x1024/8350_web-screenshots_nasa-home_dpr1_page2_768x1024.sdr.png	96	128	0.0123	8100-lilith-web-screenshots	8350.scale96x128
568	0.0068	/mnt/v/output/imazen-26-png/8100-lilith-web-screenshots/768x1024/8352_web-screenshots_nasa-image-of-day_dpr1_page2_768x1024.sdr.png	96	128	0.0123	8100-lilith-web-screenshots	8352.scale96x128
569	0.0068	/mnt/v/output/imazen-26-png/8100-lilith-web-screenshots/768x1024/8354_web-screenshots_nasa-missions_dpr1_page2_768x1024.sdr.png	96	128	0.0123	8100-lilith-web-screenshots	8354.scale96x128
570	0.0069	/mnt/v/output/imazen-26-png/8100-lilith-web-screenshots/768x1024/8356_web-screenshots_nasa-news_dpr1_page2_768x1024.sdr.png	96	128	0.0123	8100-lilith-web-screenshots	8356.scale96x128
571	0.0069	/mnt/v/output/imazen-26-png/8100-lilith-web-screenshots/768x1024/8358_web-screenshots_nasa-perseverance_dpr1_page2_768x1024.sdr.png	96	128	0.0123	8100-lilith-web-screenshots	8358.scale96x128
572	0.0069	/mnt/v/output/imazen-26-png/8100-lilith-web-screenshots/768x1024/8360_web-screenshots_nih-home_dpr1_page1_768x1024.sdr.png	96	128	0.0123	8100-lilith-web-screenshots	8360.scale96x128
573	0.0069	/mnt/v/output/imazen-26-png/8100-lilith-web-screenshots/768x1024/8362_web-screenshots_noaa-home_dpr1_page1_768x1024.sdr.png	96	128	0.0123	8100-lilith-web-screenshots	8362.scale96x128
574	0.0069	/mnt/v/output/imazen-26-png/8100-lilith-web-screenshots/768x1024/8364_web-screenshots_noaa-ocean_dpr1_page2_768x1024.sdr.png	96	128	0.0123	8100-lilith-web-screenshots	8364.scale96x128
575	0.0069	/mnt/v/output/imazen-26-png/8100-lilith-web-screenshots/768x1024/8366_web-screenshots_nps-grand-canyon_dpr1_page2_768x1024.sdr.png	96	128	0.0123	8100-lilith-web-screenshots	8366.scale96x128
